,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD,ATOM-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,MATIC-USD,NEAR-USD,SOL-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,4.216716766357422,,13.727642059326172,7193.59912109375,0.0020280000753700733,,129.61085510253906,0.013806999661028385,,,4.216716766357422,,13.727642059326172,7193.59912109375,0.0020280000753700733,,129.61085510253906,0.013806999661028385,,,4.328924179077148,,14.095331192016602,7335.2900390625,0.002056000055745244,,133.73268127441406,0.014538000337779522,,,4.130679130554199,,13.648681640625,7169.77783203125,0.002022000029683113,,128.79815673828125,0.013722999952733517,,,4.191215991973877,,13.95208740234375,7294.43896484375,0.002056000055745244,,132.61227416992188,0.014417000114917755,,,109928104,,166278254,21167946112,69469785,,8936866397,16047084,,
2020-01-01,4.380157947540283,,13.689083099365234,7200.17431640625,0.00203300011344254,,130.802001953125,0.014961999841034412,,,4.380157947540283,,13.689083099365234,7200.17431640625,0.00203300011344254,,130.802001953125,0.014961999841034412,,,4.467644214630127,,13.873946189880371,7254.33056640625,0.0020520000252872705,,132.83535766601562,0.01547400001436472,,,4.204366207122803,,13.65494155883789,7174.9443359375,0.0020210000220686197,,129.1982879638672,0.013747000135481358,,,4.216716766357422,,13.730961799621582,7194.89208984375,0.0020280000753700733,,129.6306610107422,0.013806999661028385,,,107994513,,172980718,18565664997,51180941,,7935230330,29962857,,
2020-01-02,4.0918169021606445,,13.027010917663574,6985.47021484375,0.0020089999306946993,,127.4101791381836,0.014650999568402767,,,4.0918169021606445,,13.027010917663574,6985.47021484375,0.0020089999306946993,,127.4101791381836,0.014650999568402767,,,4.381319046020508,,13.715547561645508,7212.1552734375,0.0021100000012665987,,130.82003784179688,0.015759000554680824,,,4.0777201652526855,,12.989974021911621,6935.27001953125,0.0019829999655485153,,126.95491027832031,0.014441000297665596,,,4.379121780395508,,13.698125839233398,7202.55126953125,0.00203399988822639,,130.82003784179688,0.014941999688744545,,,111325337,,156376427,20802083465,65071106,,8032709256,36726567,,
2020-01-03,4.247897148132324,,13.660451889038086,7344.88427734375,0.002145000034943223,,134.1717071533203,0.015193999744951725,,,4.247897148132324,,13.660451889038086,7344.88427734375,0.002145000034943223,,134.1717071533203,0.015193999744951725,,,4.356595993041992,,13.76370906829834,7413.71533203125,0.002177000045776367,,134.55401611328125,0.015426999889314175,,,4.015514850616455,,13.012638092041016,6914.99609375,0.0019910000264644623,,126.49002075195312,0.014297000132501125,,,4.105867862701416,,13.03532886505127,6984.4287109375,0.002007999923080206,,127.41126251220703,0.014693999662995338,,,138617691,,173683857,28111481032,62619988,,10476845358,23635829,,
2020-01-04,4.286355972290039,,13.891511917114258,7410.65673828125,0.0022410000674426556,,135.06936645507812,0.014960999600589275,,,4.286355972290039,,13.891511917114258,7410.65673828125,0.0022410000674426556,,135.06936645507812,0.014960999600589275,,,4.385616779327393,,13.921914100646973,7427.3857421875,0.0024900001008063555,,136.05271911621094,0.015522999688982964,,,4.233592987060547,,13.56000804901123,7309.51416015625,0.002050000010058284,,133.04055786132812,0.014864999800920486,,,4.24574089050293,,13.667442321777344,7345.37548828125,0.0021440000273287296,,134.16851806640625,0.015169999562203884,,,90718305,,182230374,18444271275,94227582,,7430904515,16448623,,
2020-01-05,4.231876850128174,,14.111019134521484,7411.3173828125,0.0024190000258386135,,136.2767791748047,0.014914000406861305,,,4.231876850128174,,14.111019134521484,7411.3173828125,0.0024190000258386135,,136.2767791748047,0.014914000406861305,,,4.395145893096924,,14.41080093383789,7544.4970703125,0.002491000108420849,,139.4102020263672,0.015278000384569168,,,4.215782165527344,,13.886547088623047,7400.53564453125,0.0021170000545680523,,135.04562377929688,0.014836999587714672,,,4.284224987030029,,13.88833999633789,7410.45166015625,0.002240000059828162,,135.0720977783203,0.014953999780118465,,,115399788,,202552703,19725074095,52631740,,7526675353,13314381,,
2020-01-06,4.1049418449401855,,14.957807540893555,7769.21923828125,0.0024629998952150345,,144.3041534423828,0.01558700017631054,,,4.1049418449401855,,14.957807540893555,7769.21923828125,0.0024629998952150345,,144.3041534423828,0.01558700017631054,,,4.251154899597168,,15.003564834594727,7781.8671875,0.002563999965786934,,144.32818603515625,0.01592399924993515,,,4.045156955718994,,14.11124038696289,7409.29296875,0.0023789999540895224,,136.0796356201172,0.014878000132739544,,,4.232001781463623,,14.11124038696289,7410.4521484375,0.00241800001822412,,136.3055419921875,0.014907999895513058,,,139523351,,224800409,23276261598,54562409,,9093747121,24130445,,
2020-01-07,4.096039772033691,,15.009249687194824,8163.6923828125,0.002432999899610877,,143.5439910888672,0.01510000042617321,,,4.096039772033691,,15.009249687194824,8163.6923828125,0.002432999899610877,,143.5439910888672,0.01510000042617321,,,4.246530055999756,,15.135274887084961,8178.2158203125,0.0024969999212771654,,145.00177001953125,0.015721000730991364,,,4.069147109985352,,14.568403244018555,7768.2275390625,0.0023539999965578318,,140.48887634277344,0.014837999828159809,,,4.105193138122559,,14.966209411621094,7768.68212890625,0.0024850000627338886,,144.31199645996094,0.01558700017631054,,,136691939,,191948560,28767291327,52767343,,9257954672,25141593,,
